"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
Obama to all black Americans: I REALLY need you this time! Whitey won't be fooled twice!!   http://t.co/f8b7HLaf  #TREASON,0.14285714285714285,0.14285714285714285,obama to all black americans i really need you this time whitey wont be fooled twice   httptcof8b7hlaf  treason
RT @markknoller: Pres Obama says it'll be a big debate and a fun debate because - he says - he has the truth on his side.,0.11538461538461539,0.0,rt markknoller pres obama says itll be a big debate and a fun debate because  he says  he has the truth on his side
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
RT @baseballcrank: #WhatsRomneyHiding Obama's State Senate records,0.0,0.0,rt baseballcrank whatsromneyhiding obamas state senate records
RT @JeffersonObama: Arianna Huffington blasting President Obama at any chance and praising GOP. This pic explains things. http://t.co/Ov6I5CoS,0.05555555555555555,0.0,rt jeffersonobama arianna huffington blasting president obama at any chance and praising gop this pic explains things httptcoov6i5cos
This Reporter stuck it to the #Obama Admin. lol http://t.co/taquWJUt,0.0,0.0,this reporter stuck it to the obama admin lol httptcotaquwjut
Obama's skin color is not a reason to vote for him..,0.09090909090909091,0.0,obamas skin color is not a reason to vote for him
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
@geoff9cow Right! Of course! It's ALWAYS someone else's fault when it comes to Obama!,0.07142857142857142,0.0,geoff9cow right of course its always someone elses fault when it comes to obama
RT @cannabis_times: Drug Policy Groups Unite to Demand End to Medical Marijuana Raids - http://t.co/y1W2HmGS via @Shareaholic,0.058823529411764705,0.0,rt cannabistimes drug policy groups unite to demand end to medical marijuana raids  httptcoy1w2hmgs via shareaholic
"RT @Professor_Why: #WhatsRomneyHiding - the fact that REAL unemployment is at 19%... Oh wait, that's Obama, not Romney...",0.1111111111111111,0.0,rt professorwhy whatsromneyhiding  the fact that real unemployment is at 19 oh wait thats obama not romney
"Examiner Editorial: Obama's budget, not Ryan's, is 'antithetical' to history: Speaking at the American Society o... http://t.co/mNhPMR5U",0.0,0.058823529411764705,examiner editorial obamas budget not ryans is antithetical to history speaking at the american society o httptcomnhpmr5u
"gotta take care of those kids, i know you heard Obama",0.0,0.0,gotta take care of those kids i know you heard obama
"Examiner Editorial: Obama's budget, not Ryan's, is 'antithetical' to history: Speaking at the American Society o... http://t.co/maoLb5Ia",0.0,0.058823529411764705,examiner editorial obamas budget not ryans is antithetical to history speaking at the american society o httptcomaolb5ia
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"RT @michellemalkin: DBM. Drool Bucket Media. RT @Josh_Painter: What media bias? AP Chairman Slobbers All Over Obama, http://t.co/8IhorwzV",0.0,0.05555555555555555,rt michellemalkin dbm drool bucket media rt joshpainter what media bias ap chairman slobbers all over obama httptco8ihorwzv
"If you can find a better Obama gif than this one, I'm quitting Twitter. http://t.co/cNr0Sr3c",0.06666666666666667,0.0,if you can find a better obama gif than this one im quitting twitter httptcocnr0sr3c
One more thing to like about President Obama: #WGCL Obama believes women should be admitted to Augusta http://t.co/go9toJ8e,0.0,0.0,one more thing to like about president obama wgcl obama believes women should be admitted to augusta httptcogo9toj8e
RT @IndyEnigma: How Saul Alinsky Taught Obama http://t.co/gIb7UzdC to Say One Thing and Do the Opposite #twcot #ocra #p2 #sgp #tcot,0.0,0.0,rt indyenigma how saul alinsky taught obama httptcogib7uzdc to say one thing and do the opposite twcot ocra p2 sgp tcot
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
While fishing ,0.3333333333333333,0.0,while fishing 
Lady: do you live in here. ,0.2857142857142857,0.0,lady do you live in here 
Tanner: yeah,0.0,0.0,tanner yeah
Lady: well then who's the president ,0.2857142857142857,0.0,lady well then whos the president 
Tanner: Barack obama duh #run,0.0,0.0,tanner barack obama duh run
@TannerEnglish3,0.0,0.0,tannerenglish3
RT @JeffersonObama: Arianna Huffington blasting President Obama at any chance and praising GOP. This pic explains things. http://t.co/Ov6I5CoS,0.05555555555555555,0.0,rt jeffersonobama arianna huffington blasting president obama at any chance and praising gop this pic explains things httptcoov6i5cos
"Obama: If all the blacks line up for me, I promise I will triple your entitlements & give you all Escalades    http://t.co/f8b7HLaf",0.24,0.0,obama if all the blacks line up for me i promise i will triple your entitlements  give you all escalades    httptcof8b7hlaf
"RT @markknoller: Pres Obama sayd ""I cannot wait"" for the ""big important debate"" we are going to have on these issues.",0.047619047619047616,0.0,rt markknoller pres obama sayd i cannot wait for the big important debate we are going to have on these issues
For $10 I'd prank call Obama,0.0,0.0,for 10 id prank call obama
"Amid Trayvon Martin case, Obama hosts screening of 'To Kill a Mockingbird': On Thursday night, President Obama i... http://t.co/l9LEKN8f",0.0,0.0,amid trayvon martin case obama hosts screening of to kill a mockingbird on thursday night president obama i httptcol9lekn8f
"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
http://t.co/FN7jJZNY i love obama so much,0.16666666666666666,0.0,httptcofn7jjzny i love obama so much
Nixon was missing 18 minutes. Obama is missing 18 years.,0.0,0.0,nixon was missing 18 minutes obama is missing 18 years
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
"RT @markknoller: AT a campaign fundraiser tonight, Pres. Obama again denounced Mitt Romney by name for his support of the House-passed GOP Budget.",0.043478260869565216,0.0,rt markknoller at a campaign fundraiser tonight pres obama again denounced mitt romney by name for his support of the housepassed gop budget
RT @skeeteronmy: No #Racial Lines To Cross When It Comes To The #Marijuana Cause Vote #RonPaul #gop2012 #democrats #romney #santorum #newt #Obama #ucla #usc,0.0,0.041666666666666664,rt skeeteronmy no racial lines to cross when it comes to the marijuana cause vote ronpaul gop2012 democrats romney santorum newt obama ucla usc
RT @GetsGreased: Obama says #Obamacare passed by 'strong majority' of Congress? Not a single #GOP vote & many Dems voted NO. He LIES - AGAIN. #tcot #p2,0.1111111111111111,0.037037037037037035,rt getsgreased obama says obamacare passed by strong majority of congress not a single gop vote  many dems voted no he lies  again tcot p2
RT @CatoInstitute: NEW Podcast:  Obama's Vanished Coalition http://t.co/Hi8NnhBT  (h/t @COBrown),0.16666666666666666,0.0,rt catoinstitute new podcast  obamas vanished coalition httptcohi8nnhbt  ht cobrown
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
Pres Obama says it'll be a big debate and a fun debate because - he says - he has the truth on his side.,0.125,0.0,pres obama says itll be a big debate and a fun debate because  he says  he has the truth on his side
Obama's Green Jobs? #WhatsRomneyHiding,0.0,0.0,obamas green jobs whatsromneyhiding
President Obama Announces the 2012 Launch of African Americans 4 Obama http://t.co/CK84NpUq / Whites for Romney OK then? #TREASON,0.05263157894736842,0.05263157894736842,president obama announces the 2012 launch of african americans 4 obama httptcock84npuq  whites for romney ok then treason
RT @against_obama: Obama's illegal alien uncle's drivers license #whatsromneyhiding,0.0,0.1111111111111111,rt againstobama obamas illegal alien uncles drivers license whatsromneyhiding
RT @GrassRootRevolt: Obama: Not Ready to Release Saved Oil to Lower Gas Prices: (News Max) - Saying that he was not prepared to make ... http://t.co/vHxp18EN,0.15384615384615385,0.0,rt grassrootrevolt obama not ready to release saved oil to lower gas prices news max  saying that he was not prepared to make  httptcovhxp18en
RT @MovieMikeScott: #WhatsRomneyHiding @BarackObama GET CHA OBAMA ON (Unofficial Obama Song): http://t.co/RyG3vgRQ via @youtube,0.0,0.0,rt moviemikescott whatsromneyhiding barackobama get cha obama on unofficial obama song httptcoryg3vgrq via youtube
#getchaObamaon #retweet #Obama,0.0,0.0,getchaobamaon retweet obama
"@megynkelly Why didn't you ask the Sheriff about obama eligibility?  Looks like fox is in obama pocket also.  Truth, truth is now",0.08333333333333333,0.0,megynkelly why didnt you ask the sheriff about obama eligibility  looks like fox is in obama pocket also  truth truth is now
@Harry_Styles Heard your diggin Michelle Obama!! get in there styles :),0.09090909090909091,0.0,harrystyles heard your diggin michelle obama get in there styles 
@edshow Tomorrow's GOP headline: Obama hates golf. #edshow,0.0,0.0,edshow tomorrows gop headline obama hates golf edshow
Republicans for Obama http://t.co/x40FUeqV,0.0,0.0,republicans for obama httptcox40fueqv
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
